Time (s),Absorbance Run #3,Transmittance Run #3,Concentration (mol/L) Run #3,,Untitled.sp,,,Run #3
286,0.071,84.955,0.071,,,,,
286.2,0.071,84.883,0.071,,,,,
286.4,0.071,84.901,0.071,,,,,
286.6,0.07,85.05,0.07,,,,,
286.8,0.07,85.166,0.07,,,,,
287,0.071,84.876,0.071,,,,,
287.2,0.071,84.941,0.071,,,,,
287.4,0.07,85.168,0.07,,,,,
287.6,0.069,85.246,0.069,,,,,
287.8,0.069,85.284,0.069,,,,,
288,0.07,85.173,0.07,,,,,
288.2,0.07,85.03,0.07,,,,,
288.4,0.069,85.23,0.069,,,,,
288.6,0.069,85.344,0.069,,,,,
288.8,0.069,85.212,0.069,,,,,
289,0.07,85.117,0.07,,,,,
289.2,0.069,85.243,0.069,,,,,
289.4,0.069,85.271,0.069,,,,,
289.6,0.069,85.221,0.069,,,,,
289.8,0.07,85.171,0.07,,,,,
290,0.069,85.355,0.069,,,,,
290.2,0.069,85.364,0.069,,,,,
290.4,0.068,85.46,0.068,,,,,
290.6,0.069,85.304,0.069,,,,,
290.8,0.07,85.208,0.07,,,,,
291,0.069,85.407,0.069,,,,,
291.2,0.068,85.481,0.068,,,,,
291.4,0.069,85.277,0.069,,,,,
291.6,0.068,85.563,0.068,,,,,
291.8,0.068,85.438,0.068,,,,,
292,0.067,85.65,0.067,,,,,
292.2,0.069,85.329,0.069,,,,,
292.4,0.067,85.638,0.067,,,,,
292.6,0.068,85.592,0.068,,,,,
292.8,0.067,85.615,0.067,,,,,
293,0.067,85.624,0.067,,,,,
293.2,0.068,85.487,0.068,,,,,
293.4,0.068,85.446,0.068,,,,,
293.6,0.067,85.792,0.067,,,,,
293.8,0.068,85.431,0.068,,,,,
294,0.069,85.399,0.069,,,,,
294.2,0.068,85.433,0.068,,,,,
294.4,0.068,85.54,0.068,,,,,
294.6,0.069,85.387,0.069,,,,,
294.8,0.068,85.458,0.068,,,,,
295,0.067,85.657,0.067,,,,,
295.2,0.068,85.43,0.068,,,,,
295.4,0.069,85.391,0.069,,,,,
295.6,0.068,85.563,0.068,,,,,
295.8,0.068,85.54,0.068,,,,,
296,0.068,85.474,0.068,,,,,
296.2,0.066,85.812,0.066,,,,,
296.4,0.067,85.765,0.067,,,,,
296.6,0.067,85.663,0.067,,,,,
296.8,0.068,85.558,0.068,,,,,
297,0.067,85.705,0.067,,,,,
297.2,0.067,85.649,0.067,,,,,
297.4,0.067,85.72,0.067,,,,,
297.6,0.066,85.83,0.066,,,,,
297.8,0.066,85.823,0.066,,,,,
298,0.067,85.737,0.067,,,,,
298.2,0.067,85.625,0.067,,,,,
298.4,0.067,85.729,0.067,,,,,
298.6,0.066,85.925,0.066,,,,,
298.8,0.068,85.518,0.068,,,,,
299,0.066,85.86,0.066,,,,,
299.2,0.068,85.503,0.068,,,,,
299.4,0.067,85.681,0.067,,,,,
299.6,0.068,85.568,0.068,,,,,
299.8,0.067,85.662,0.067,,,,,
300,0.067,85.757,0.067,,,,,
300.2,0.067,85.724,0.067,,,,,
300.4,0.066,85.878,0.066,,,,,
300.6,0.068,85.475,0.068,,,,,
300.8,0.067,85.793,0.067,,,,,
301,0.065,86.032,0.065,,,,,
301.2,0.065,86.026,0.065,,,,,
301.4,0.067,85.799,0.067,,,,,
301.6,0.065,86.111,0.065,,,,,
301.8,0.066,85.99,0.066,,,,,
302,0.066,85.927,0.066,,,,,
302.2,0.065,86.095,0.065,,,,,
302.4,0.066,85.957,0.066,,,,,
302.6,0.066,85.978,0.066,,,,,
302.8,0.065,86.046,0.065,,,,,
303,0.065,86.088,0.065,,,,,
303.2,0.065,86.183,0.065,,,,,
303.4,0.065,86.18,0.065,,,,,
303.6,0.065,86.15,0.065,,,,,
303.8,0.065,86.113,0.065,,,,,
304,0.065,86.116,0.065,,,,,
304.2,0.066,85.933,0.066,,,,,
304.4,0.066,85.963,0.066,,,,,
304.6,0.065,86.168,0.065,,,,,
304.8,0.064,86.226,0.064,,,,,
305,0.065,86.052,0.065,,,,,
305.2,0.066,85.905,0.066,,,,,
305.4,0.064,86.214,0.064,,,,,
305.6,0.065,86.118,0.065,,,,,
305.8,0.064,86.301,0.064,,,,,
306,0.064,86.3,0.064,,,,,
306.2,0.064,86.281,0.064,,,,,
306.4,0.064,86.295,0.064,,,,,
306.6,0.064,86.278,0.064,,,,,
306.8,0.065,86.014,0.065,,,,,
307,0.066,85.903,0.066,,,,,
307.2,0.065,86.114,0.065,,,,,
307.4,0.065,86.112,0.065,,,,,
307.6,0.064,86.378,0.064,,,,,
307.8,0.064,86.292,0.064,,,,,
308,0.065,86.002,0.065,,,,,
308.2,0.063,86.555,0.063,,,,,
308.4,0.065,86.087,0.065,,,,,
308.6,0.064,86.386,0.064,,,,,
308.8,0.065,86.131,0.065,,,,,
309,0.064,86.332,0.064,,,,,
309.2,0.064,86.222,0.064,,,,,
309.4,0.063,86.549,0.063,,,,,
309.6,0.063,86.446,0.063,,,,,
309.8,0.063,86.413,0.063,,,,,
310,0.064,86.341,0.064,,,,,
310.2,0.063,86.504,0.063,,,,,
310.4,0.063,86.577,0.063,,,,,
310.6,0.064,86.207,0.064,,,,,
310.8,0.063,86.545,0.063,,,,,
311,0.063,86.417,0.063,,,,,
311.2,0.063,86.466,0.063,,,,,
311.4,0.062,86.597,0.062,,,,,
311.6,0.063,86.573,0.063,,,,,
311.8,0.064,86.328,0.064,,,,,
312,0.063,86.414,0.063,,,,,
312.2,0.063,86.465,0.063,,,,,
312.4,0.064,86.367,0.064,,,,,
312.6,0.063,86.43,0.063,,,,,
312.8,0.064,86.293,0.064,,,,,
313,0.064,86.371,0.064,,,,,
313.2,0.062,86.707,0.062,,,,,
313.4,0.064,86.314,0.064,,,,,
313.6,0.063,86.563,0.063,,,,,
313.8,0.063,86.462,0.063,,,,,
314,0.063,86.472,0.063,,,,,
314.2,0.062,86.75,0.062,,,,,
314.4,0.062,86.637,0.062,,,,,
314.6,0.064,86.381,0.064,,,,,
314.8,0.062,86.671,0.062,,,,,
315,0.063,86.46,0.063,,,,,
315.2,0.064,86.228,0.064,,,,,
315.4,0.062,86.633,0.062,,,,,
315.6,0.062,86.706,0.062,,,,,
315.8,0.063,86.554,0.063,,,,,
316,0.063,86.557,0.063,,,,,
316.2,0.062,86.617,0.062,,,,,
316.4,0.062,86.73,0.062,,,,,
316.6,0.062,86.639,0.062,,,,,
316.8,0.064,86.262,0.064,,,,,
317,0.062,86.735,0.062,,,,,
317.2,0.061,86.878,0.061,,,,,
317.4,0.062,86.699,0.062,,,,,
317.6,0.063,86.446,0.063,,,,,
317.8,0.063,86.48,0.063,,,,,
318,0.062,86.623,0.062,,,,,
318.2,0.062,86.66,0.062,,,,,
318.4,0.063,86.504,0.063,,,,,
318.6,0.062,86.723,0.062,,,,,
318.8,0.063,86.59,0.063,,,,,
319,0.062,86.603,0.062,,,,,
319.2,0.063,86.465,0.063,,,,,
319.4,0.063,86.44,0.063,,,,,
319.6,0.062,86.787,0.062,,,,,
319.8,0.061,86.892,0.061,,,,,
320,0.061,86.885,0.061,,,,,
320.2,0.062,86.635,0.062,,,,,
320.4,0.061,86.97,0.061,,,,,
320.6,0.062,86.747,0.062,,,,,
320.8,0.061,86.877,0.061,,,,,
321,0.062,86.67,0.062,,,,,
321.2,0.061,86.801,0.061,,,,,
321.4,0.061,86.81,0.061,,,,,
321.6,0.062,86.743,0.062,,,,,
321.8,0.061,86.923,0.061,,,,,
322,0.061,86.873,0.061,,,,,
322.2,0.062,86.771,0.062,,,,,
322.4,0.061,86.937,0.061,,,,,
322.6,0.061,86.996,0.061,,,,,
322.8,0.06,87.084,0.06,,,,,
323,0.061,86.871,0.061,,,,,
323.2,0.061,86.871,0.061,,,,,
323.4,0.061,86.807,0.061,,,,,
323.6,0.062,86.687,0.062,,,,,
323.8,0.062,86.794,0.062,,,,,
324,0.064,86.308,0.064,,,,,
324.2,0.062,86.608,0.062,,,,,
324.4,0.062,86.759,0.062,,,,,
324.6,0.062,86.711,0.062,,,,,
324.8,0.062,86.693,0.062,,,,,
325,0.062,86.717,0.062,,,,,
325.2,0.061,86.967,0.061,,,,,
325.4,0.061,86.891,0.061,,,,,
325.6,0.062,86.663,0.062,,,,,
325.8,0.061,86.829,0.061,,,,,
326,0.06,87.024,0.06,,,,,
326.2,0.061,86.822,0.061,,,,,
326.4,0.062,86.765,0.062,,,,,
326.6,0.062,86.793,0.062,,,,,
326.8,0.061,86.99,0.061,,,,,
327,0.061,86.851,0.061,,,,,
327.2,0.06,87.012,0.06,,,,,
327.4,0.06,87.016,0.06,,,,,
327.6,0.061,86.829,0.061,,,,,
327.8,0.06,87.037,0.06,,,,,
328,0.061,86.803,0.061,,,,,
328.2,0.06,87.179,0.06,,,,,
328.4,0.061,86.977,0.061,,,,,
328.6,0.059,87.218,0.059,,,,,
328.8,0.06,87.063,0.06,,,,,
329,0.06,87.195,0.06,,,,,
329.2,0.059,87.244,0.059,,,,,
329.4,0.061,86.9,0.061,,,,,
329.6,0.06,87.043,0.06,,,,,
329.8,0.06,87.14,0.06,,,,,
330,0.06,87.097,0.06,,,,,
330.2,0.06,87.152,0.06,,,,,
330.4,0.059,87.334,0.059,,,,,
330.6,0.06,87.068,0.06,,,,,
330.8,0.061,86.983,0.061,,,,,
331,0.06,87.068,0.06,,,,,
331.2,0.06,87.028,0.06,,,,,
331.4,0.059,87.269,0.059,,,,,
331.6,0.059,87.244,0.059,,,,,
331.8,0.06,87.195,0.06,,,,,
332,0.06,87.009,0.06,,,,,
332.2,0.059,87.347,0.059,,,,,
332.4,0.058,87.476,0.058,,,,,
332.6,0.058,87.407,0.058,,,,,
332.8,0.059,87.366,0.059,,,,,
333,0.059,87.273,0.059,,,,,
333.2,0.059,87.248,0.059,,,,,
333.4,0.06,87.181,0.06,,,,,
333.6,0.058,87.496,0.058,,,,,
333.8,0.058,87.523,0.058,,,,,
334,0.059,87.303,0.059,,,,,
334.2,0.058,87.506,0.058,,,,,
334.4,0.059,87.259,0.059,,,,,
334.6,0.058,87.471,0.058,,,,,
334.8,0.058,87.518,0.058,,,,,
335,0.059,87.389,0.059,,,,,
335.2,0.058,87.43,0.058,,,,,
335.4,0.059,87.284,0.059,,,,,
335.6,0.058,87.457,0.058,,,,,
335.8,0.059,87.224,0.059,,,,,
336,0.059,87.349,0.059,,,,,
336.2,0.059,87.375,0.059,,,,,
336.4,0.058,87.514,0.058,,,,,
336.6,0.058,87.488,0.058,,,,,
336.8,0.058,87.465,0.058,,,,,
337,0.059,87.395,0.059,,,,,
337.2,0.058,87.422,0.058,,,,,
337.4,0.059,87.366,0.059,,,,,
337.6,0.058,87.497,0.058,,,,,
337.8,0.059,87.346,0.059,,,,,
338,0.059,87.33,0.059,,,,,
338.2,0.058,87.506,0.058,,,,,
338.4,0.059,87.347,0.059,,,,,
338.6,0.06,87.173,0.06,,,,,
338.8,0.059,87.252,0.059,,,,,
339,0.058,87.404,0.058,,,,,
339.2,0.059,87.25,0.059,,,,,
339.4,0.057,87.711,0.057,,,,,
339.6,0.058,87.465,0.058,,,,,
339.8,0.057,87.601,0.057,,,,,
340,0.059,87.385,0.059,,,,,
340.2,0.058,87.548,0.058,,,,,
340.4,0.058,87.51,0.058,,,,,
340.6,0.058,87.597,0.058,,,,,
340.8,0.058,87.529,0.058,,,,,
341,0.057,87.646,0.057,,,,,
341.2,0.056,87.963,0.056,,,,,
341.4,0.057,87.703,0.057,,,,,
341.6,0.057,87.67,0.057,,,,,
341.8,0.057,87.654,0.057,,,,,
342,0.056,87.815,0.056,,,,,
342.2,0.058,87.533,0.058,,,,,
342.4,0.058,87.442,0.058,,,,,
342.6,0.057,87.644,0.057,,,,,
342.8,0.057,87.687,0.057,,,,,
343,0.057,87.792,0.057,,,,,
343.2,0.057,87.622,0.057,,,,,
343.4,0.057,87.695,0.057,,,,,
343.6,0.058,87.445,0.058,,,,,
343.8,0.057,87.634,0.057,,,,,
344,0.057,87.682,0.057,,,,,
344.2,0.056,87.829,0.056,,,,,
344.4,0.058,87.566,0.058,,,,,
344.6,0.057,87.694,0.057,,,,,
344.8,0.057,87.663,0.057,,,,,
345,0.056,87.948,0.056,,,,,
345.2,0.056,87.978,0.056,,,,,
345.4,0.056,87.838,0.056,,,,,
345.6,0.056,87.962,0.056,,,,,
345.8,0.057,87.739,0.057,,,,,
346,0.057,87.601,0.057,,,,,
346.2,0.057,87.772,0.057,,,,,
346.4,0.058,87.559,0.058,,,,,
346.6,0.056,87.845,0.056,,,,,
346.8,0.057,87.768,0.057,,,,,
347,0.058,87.536,0.058,,,,,
347.2,0.057,87.694,0.057,,,,,
347.4,0.057,87.718,0.057,,,,,
347.6,0.057,87.718,0.057,,,,,
347.8,0.057,87.785,0.057,,,,,
348,0.056,87.85,0.056,,,,,
348.2,0.056,87.874,0.056,,,,,
348.4,0.056,87.828,0.056,,,,,
348.6,0.056,87.854,0.056,,,,,
348.8,0.056,87.922,0.056,,,,,
349,0.057,87.737,0.057,,,,,
349.2,0.056,87.834,0.056,,,,,
349.4,0.056,87.915,0.056,,,,,
349.6,0.056,87.967,0.056,,,,,
349.8,0.055,88.027,0.055,,,,,
350,0.056,87.861,0.056,,,,,
350.2,0.056,87.905,0.056,,,,,
350.4,0.056,87.809,0.056,,,,,
350.6,0.056,87.999,0.056,,,,,
350.8,0.057,87.775,0.057,,,,,
351,0.057,87.753,0.057,,,,,
351.2,0.056,87.897,0.056,,,,,
351.4,0.057,87.765,0.057,,,,,
351.6,0.056,87.882,0.056,,,,,
351.8,0.057,87.743,0.057,,,,,
352,0.056,87.942,0.056,,,,,
352.2,0.058,87.577,0.058,,,,,
352.4,0.057,87.668,0.057,,,,,
352.6,0.057,87.678,0.057,,,,,
352.8,0.055,88.102,0.055,,,,,
353,0.056,87.818,0.056,,,,,
353.2,0.057,87.661,0.057,,,,,
353.4,0.056,87.902,0.056,,,,,
353.6,0.056,87.926,0.056,,,,,
353.8,0.056,87.868,0.056,,,,,
354,0.056,87.889,0.056,,,,,
354.2,0.057,87.669,0.057,,,,,
354.4,0.056,87.805,0.056,,,,,
354.6,0.055,88.073,0.055,,,,,
354.8,0.055,88.046,0.055,,,,,
355,0.055,88.053,0.055,,,,,
355.2,0.056,87.818,0.056,,,,,
355.4,0.055,88.039,0.055,,,,,
355.6,0.056,87.88,0.056,,,,,
355.8,0.056,87.933,0.056,,,,,
356,0.056,87.898,0.056,,,,,
356.2,0.055,88.201,0.055,,,,,
356.4,0.055,88.064,0.055,,,,,
356.6,0.055,88.17,0.055,,,,,
356.8,0.055,88.121,0.055,,,,,
357,0.055,88.128,0.055,,,,,
357.2,0.056,87.916,0.056,,,,,
357.4,0.056,87.935,0.056,,,,,
357.6,0.054,88.207,0.054,,,,,
357.8,0.054,88.234,0.054,,,,,
358,0.055,88.191,0.055,,,,,
358.2,0.056,87.89,0.056,,,,,
358.4,0.054,88.28,0.054,,,,,
358.6,0.055,88.03,0.055,,,,,
358.8,0.056,87.903,0.056,,,,,
359,0.055,88.104,0.055,,,,,
359.2,0.056,87.913,0.056,,,,,
359.4,0.055,88.012,0.055,,,,,
359.6,0.055,88.078,0.055,,,,,
359.8,0.055,88.126,0.055,,,,,
360,0.055,88.084,0.055,,,,,
360.2,0.056,87.954,0.056,,,,,
360.4,0.054,88.288,0.054,,,,,
360.6,0.054,88.271,0.054,,,,,
360.8,0.055,88.118,0.055,,,,,
361,0.055,88.184,0.055,,,,,
361.2,0.055,88.198,0.055,,,,,
361.4,0.053,88.458,0.053,,,,,
361.6,0.055,88.167,0.055,,,,,
361.8,0.055,88.074,0.055,,,,,
362,0.054,88.264,0.054,,,,,
362.2,0.055,88.159,0.055,,,,,
362.4,0.055,88.197,0.055,,,,,
362.6,0.054,88.214,0.054,,,,,
362.8,0.054,88.212,0.054,,,,,
363,0.055,88.097,0.055,,,,,
363.2,0.055,88.052,0.055,,,,,
363.4,0.055,88.166,0.055,,,,,
363.6,0.055,88.163,0.055,,,,,
363.8,0.055,88.125,0.055,,,,,
364,0.055,88.046,0.055,,,,,
364.2,0.053,88.473,0.053,,,,,
364.4,0.054,88.256,0.054,,,,,
364.6,0.054,88.225,0.054,,,,,
364.8,0.054,88.211,0.054,,,,,
365,0.055,88.09,0.055,,,,,
365.2,0.055,88.171,0.055,,,,,
365.4,0.054,88.253,0.054,,,,,
365.6,0.054,88.328,0.054,,,,,
365.8,0.055,88.172,0.055,,,,,
366,0.054,88.344,0.054,,,,,
366.2,0.055,88.174,0.055,,,,,
366.4,0.054,88.299,0.054,,,,,
366.6,0.053,88.607,0.053,,,,,
366.8,0.054,88.299,0.054,,,,,
367,0.054,88.279,0.054,,,,,
367.2,0.054,88.263,0.054,,,,,
367.4,0.054,88.388,0.054,,,,,
367.6,0.053,88.484,0.053,,,,,
367.8,0.054,88.407,0.054,,,,,
368,0.055,88.166,0.055,,,,,
368.2,0.054,88.259,0.054,,,,,
368.4,0.054,88.215,0.054,,,,,
368.6,0.053,88.435,0.053,,,,,
368.8,0.053,88.422,0.053,,,,,
369,0.054,88.377,0.054,,,,,
369.2,0.053,88.444,0.053,,,,,
369.4,0.053,88.493,0.053,,,,,
369.6,0.054,88.325,0.054,,,,,
369.8,0.053,88.477,0.053,,,,,
370,0.052,88.635,0.052,,,,,
370.2,0.054,88.409,0.054,,,,,
370.4,0.054,88.278,0.054,,,,,
370.6,0.053,88.506,0.053,,,,,
370.8,0.053,88.455,0.053,,,,,
371,0.052,88.62,0.052,,,,,
371.2,0.053,88.543,0.053,,,,,
371.4,0.053,88.44,0.053,,,,,
371.6,0.054,88.406,0.054,,,,,
371.8,0.055,88.201,0.055,,,,,
372,0.054,88.369,0.054,,,,,
372.2,0.054,88.406,0.054,,,,,
372.4,0.053,88.414,0.053,,,,,
372.6,0.053,88.457,0.053,,,,,
372.8,0.054,88.333,0.054,,,,,
373,0.053,88.531,0.053,,,,,
373.2,0.054,88.324,0.054,,,,,
373.4,0.054,88.298,0.054,,,,,
373.6,0.054,88.399,0.054,,,,,
373.8,0.053,88.489,0.053,,,,,
374,0.054,88.373,0.054,,,,,
374.2,0.055,88.14,0.055,,,,,
374.4,0.053,88.461,0.053,,,,,
374.6,0.054,88.307,0.054,,,,,
374.8,0.054,88.313,0.054,,,,,
375,0.054,88.367,0.054,,,,,
375.2,0.054,88.237,0.054,,,,,
375.4,0.053,88.543,0.053,,,,,
375.6,0.053,88.435,0.053,,,,,
375.8,0.053,88.549,0.053,,,,,
376,0.054,88.335,0.054,,,,,
376.2,0.053,88.524,0.053,,,,,
376.4,0.053,88.439,0.053,,,,,
376.6,0.053,88.592,0.053,,,,,
376.8,0.052,88.684,0.052,,,,,
377,0.053,88.535,0.053,,,,,
377.2,0.053,88.435,0.053,,,,,
377.4,0.053,88.488,0.053,,,,,
377.6,0.053,88.559,0.053,,,,,
377.8,0.053,88.473,0.053,,,,,
378,0.053,88.48,0.053,,,,,
378.2,0.052,88.73,0.052,,,,,
378.4,0.052,88.717,0.052,,,,,
378.6,0.054,88.409,0.054,,,,,
378.8,0.052,88.691,0.052,,,,,
379,0.053,88.563,0.053,,,,,
379.2,0.054,88.279,0.054,,,,,
379.4,0.053,88.578,0.053,,,,,
379.6,0.054,88.402,0.054,,,,,
379.8,0.054,88.386,0.054,,,,,
380,0.053,88.521,0.053,,,,,
380.2,0.054,88.224,0.054,,,,,
380.4,0.053,88.546,0.053,,,,,
380.6,0.053,88.44,0.053,,,,,
380.8,0.053,88.446,0.053,,,,,
381,0.053,88.522,0.053,,,,,
381.2,0.054,88.323,0.054,,,,,
381.4,0.053,88.464,0.053,,,,,
381.6,0.053,88.563,0.053,,,,,
381.8,0.053,88.523,0.053,,,,,
382,0.053,88.504,0.053,,,,,
382.2,0.052,88.664,0.052,,,,,
382.4,0.053,88.471,0.053,,,,,
382.6,0.054,88.317,0.054,,,,,
382.8,0.054,88.373,0.054,,,,,
383,0.053,88.561,0.053,,,,,
383.2,0.054,88.245,0.054,,,,,
383.4,0.054,88.331,0.054,,,,,
383.6,0.052,88.697,0.052,,,,,
383.8,0.052,88.635,0.052,,,,,
384,0.053,88.588,0.053,,,,,
384.2,0.052,88.631,0.052,,,,,
384.4,0.053,88.613,0.053,,,,,
384.6,0.054,88.388,0.054,,,,,
384.8,0.053,88.51,0.053,,,,,
385,0.053,88.5,0.053,,,,,
385.2,0.053,88.479,0.053,,,,,
385.4,0.053,88.441,0.053,,,,,
385.6,0.054,88.312,0.054,,,,,
385.8,0.053,88.565,0.053,,,,,
386,0.053,88.559,0.053,,,,,
386.2,0.052,88.717,0.052,,,,,
386.4,0.052,88.761,0.052,,,,,
386.6,0.052,88.688,0.052,,,,,
386.8,0.052,88.796,0.052,,,,,
387,0.052,88.791,0.052,,,,,
387.2,0.053,88.475,0.053,,,,,
387.4,0.054,88.259,0.054,,,,,
387.6,0.052,88.617,0.052,,,,,
387.8,0.053,88.513,0.053,,,,,
388,0.053,88.42,0.053,,,,,
388.2,0.053,88.541,0.053,,,,,
388.4,0.053,88.49,0.053,,,,,
388.6,0.052,88.728,0.052,,,,,
388.8,0.052,88.645,0.052,,,,,
389,0.052,88.672,0.052,,,,,
389.2,0.052,88.778,0.052,,,,,
389.4,0.053,88.598,0.053,,,,,
389.6,0.052,88.741,0.052,,,,,
389.8,0.052,88.81,0.052,,,,,
390,0.052,88.635,0.052,,,,,
390.2,0.052,88.715,0.052,,,,,
390.4,0.051,88.895,0.051,,,,,
390.6,0.053,88.524,0.053,,,,,
390.8,0.051,88.945,0.051,,,,,
391,0.052,88.752,0.052,,,,,
391.2,0.051,88.85,0.051,,,,,
391.4,0.05,89.116,0.05,,,,,
391.6,0.051,88.982,0.051,,,,,
391.8,0.051,88.911,0.051,,,,,
392,0.051,88.914,0.051,,,,,
392.2,0.051,88.964,0.051,,,,,
392.4,0.051,88.848,0.051,,,,,
392.6,0.051,88.944,0.051,,,,,
392.8,0.05,89.048,0.05,,,,,
393,0.051,88.843,0.051,,,,,
393.2,0.05,89.125,0.05,,,,,
393.4,0.049,89.232,0.049,,,,,
393.6,0.051,88.87,0.051,,,,,
393.8,0.051,88.827,0.051,,,,,
394,0.05,89.181,0.05,,,,,
394.2,0.05,89.133,0.05,,,,,
394.4,0.052,88.716,0.052,,,,,
394.6,0.05,89.028,0.05,,,,,
394.8,0.05,89.061,0.05,,,,,
395,0.05,89.14,0.05,,,,,
395.2,0.051,88.99,0.051,,,,,
395.4,0.051,89.02,0.051,,,,,
395.6,0.051,88.956,0.051,,,,,
395.8,0.05,89.067,0.05,,,,,
396,0.051,88.969,0.051,,,,,
396.2,0.05,89.128,0.05,,,,,
396.4,0.049,89.386,0.049,,,,,
396.6,0.049,89.388,0.049,,,,,
396.8,0.05,89.133,0.05,,,,,
397,0.049,89.275,0.049,,,,,
397.2,0.048,89.463,0.048,,,,,
397.4,0.05,89.2,0.05,,,,,
397.6,0.049,89.312,0.049,,,,,
397.8,0.05,89.198,0.05,,,,,
398,0.05,89.195,0.05,,,,,
398.2,0.05,89.209,0.05,,,,,
398.4,0.049,89.232,0.049,,,,,
398.6,0.048,89.441,0.048,,,,,
398.8,0.05,89.149,0.05,,,,,
399,0.049,89.251,0.049,,,,,
399.2,0.05,89.087,0.05,,,,,
399.4,0.05,89.211,0.05,,,,,
399.6,0.05,89.116,0.05,,,,,
399.8,0.049,89.235,0.049,,,,,
400,0.051,89.001,0.051,,,,,
400.2,0.05,89.101,0.05,,,,,
400.4,0.049,89.335,0.049,,,,,
